src,dst,relationship
1778,121,friend
40,1209,follow
446,1897,follow
871,1137,follow
1246,260,follow
907,794,friend
1707,1409,friend
1316,1753,friend
349,1964,follow
1462,824,follow
435,1738,follow
1995,1287,friend
925,619,follow
185,809,friend
1933,409,friend
1083,1959,follow
1370,1235,follow
1427,1769,follow
563,203,follow
1862,1697,follow
1898,1354,follow
427,342,friend
334,151,friend
771,152,follow
1268,958,friend
1025,1343,follow
1989,1472,friend
492,1491,friend
1263,614,follow
729,680,friend
1663,1487,friend
1174,1296,follow
1616,1641,follow
1759,1949,friend
632,747,follow
1356,24,friend
986,1245,friend
1074,1092,follow
1416,829,follow
1853,830,follow
1108,676,follow
1848,486,friend
387,162,follow
1548,948,friend
960,24,follow
1949,1292,follow
1457,830,friend
53,1040,follow
1257,18,follow
1298,19,friend
1694,19,follow
878,1153,follow
1227,1307,friend
1566,773,friend
659,1789,follow
1636,14,friend
638,912,friend
1813,650,friend
1063,152,friend
1104,153,follow
1909,1112,follow
546,1323,follow
1869,1713,follow
1910,1714,follow
64,1579,friend
444,1046,friend
403,1045,follow
1442,148,follow
1275,974,follow
447,1317,friend
838,973,follow
504,1851,follow
874,630,friend
1705,558,follow
249,578,follow
751,1728,friend
1085,850,friend
1587,2000,friend
501,799,friend
644,1107,follow
1363,40,friend
1141,1913,friend
901,1672,follow
1266,107,follow
1269,378,friend
494,1513,friend
1726,1785,follow
1664,907,follow
640,584,follow
512,1338,follow
116,1338,follow
455,804,friend
14,1061,follow
1691,1949,follow
1295,1949,follow
605,748,follow
1608,194,follow
1195,1745,friend
18,1934,follow
1102,1554,friend
1040,676,friend
1050,1241,follow
1964,795,friend
174,1693,friend
1511,261,follow
71,814,follow
451,281,follow
1877,1550,follow
1034,861,friend
411,882,follow
982,671,friend
1901,446,follow
903,1344,friend
999,1806,friend
911,1959,follow
1778,1544,follow
369,1410,follow
322,1564,friend
374,1754,follow
749,877,follow
1153,1492,follow
1528,615,friend
1963,543,follow
225,1631,friend
564,1097,friend
1498,1904,follow
32,1236,follow
1861,266,friend
1470,610,friend
405,286,friend
558,1282,follow
1779,1365,friend
344,10,friend
612,764,follow
708,1226,follow
1143,1154,friend
1919,621,friend
62,297,follow
575,1636,follow
559,1103,friend
1827,1032,follow
1426,688,follow
1770,498,follow
22,898,follow
1197,636,follow
25,1169,follow
858,1170,friend
918,1975,follow
853,826,friend
233,1118,friend
766,1581,follow
1103,974,follow
1571,288,friend
1478,97,follow
1574,559,follow
1001,697,friend
985,164,follow
1842,1313,follow
1868,282,friend
823,1334,friend
813,646,follow
484,1868,follow
1477,626,follow
914,1452,follow
852,574,follow
1786,1381,follow
1719,159,friend
1791,1725,friend
1531,108,friend
1403,862,follow
1530,637,friend
1525,293,follow
1874,447,follow
222,1309,follow
549,1288,follow
1803,1735,friend
1500,1926,friend
342,1411,friend
710,117,friend
37,1529,follow
1305,1458,follow
1685,925,follow
1745,1730,follow
1557,1679,follow
1146,647,follow
1495,801,friend
927,1283,friend
865,405,follow
1393,524,friend
1890,1330,follow
1823,108,follow
1671,1966,friend
1692,591,friend
859,590,friend
1301,935,follow
854,246,friend
394,1951,friend
614,5,follow
1101,123,friend
1538,124,follow
1634,586,friend
1577,52,friend
1415,1222,follow
1420,1566,follow
295,1945,follow
1845,806,friend
76,329,friend
480,944,friend
1261,755,follow
1409,1407,follow
1352,873,follow
440,1545,follow
393,1699,friend
378,667,friend
1661,1628,friend
1219,1283,follow
190,616,follow
916,1474,follow
2000,1094,follow
1651,940,friend
291,1422,follow
224,200,follow
1960,1695,follow
1507,1161,follow
103,1371,follow
872,421,follow
132,611,friend
1775,1915,follow
686,1951,friend
973,1227,friend
1,1094,friend
1744,350,friend
1845,1156,friend
842,1710,follow
30,334,friend
379,488,follow
840,1637,follow
1220,1104,friend
1251,417,follow
866,606,friend
819,760,friend
1681,1,friend
1175,1361,friend
435,1551,friend
1959,1443,friend
1610,1289,friend
586,966,friend
1271,1823,friend
1892,221,follow
1632,343,follow
1513,1356,friend
1898,1167,follow
62,1720,friend
1451,478,follow
562,1545,follow
1297,11,friend
242,375,follow
400,1715,friend
770,494,friend
1611,1110,friend
202,976,friend
1174,1109,friend
1642,423,friend
1702,1228,friend
1048,1936,follow
1022,715,follow
1267,1300,follow
1473,1176,friend
1077,1176,friend
1478,1520,follow
1072,832,follow
165,1848,follow
889,1125,friend
139,627,friend
1355,366,follow
1360,710,follow
1165,242,follow
1263,777,friend
1714,1238,follow
1323,1582,friend
700,1603,friend
628,37,follow
258,1258,follow
1187,1721,follow
1617,1305,friend
218,1859,follow
94,103,follow
197,982,friend
104,791,follow
1367,376,friend
1812,992,follow
1406,304,friend
444,859,follow
941,1665,friend
874,443,follow
1340,1936,follow
944,1936,friend
1658,525,follow
741,853,friend
1126,664,friend
1090,1007,friend
1582,1469,friend
1900,58,follow
1556,248,follow
553,802,friend
1709,1244,follow
597,1074,follow
535,196,follow
243,576,friend
122,1747,follow
65,1213,follow
495,797,follow
1336,1413,follow
648,1793,follow
997,1947,follow
1367,726,follow
1979,1290,friend
1583,1290,follow
776,258,follow
275,1962,friend
614,1428,follow
1705,721,follow
705,1546,friend
1820,479,friend
1572,1131,follow
512,1151,follow
455,617,friend
1952,598,friend
121,1495,follow
450,273,friend
860,1834,friend
1225,269,friend
397,612,follow
1691,1762,friend
225,1094,friend
209,561,follow
1441,833,follow
701,1023,friend
1000,1090,follow
594,402,follow
224,1623,friend
502,813,follow
789,89,friend
1338,1085,follow
947,1429,friend
221,571,friend
885,551,friend
759,1378,follow
1088,156,friend
1647,1840,follow
1590,1306,friend
1194,1306,follow
1564,85,follow
1738,1958,follow
1686,1768,friend
1681,1424,friend
225,1444,follow
1132,428,follow
1488,1029,friend
1051,1028,friend
989,150,follow
1584,1491,follow
92,1854,follow
1902,80,follow
954,1095,friend
1339,906,follow
938,562,follow
1394,1367,follow
1435,1368,friend
360,356,follow
466,1506,follow
841,629,follow
795,284,follow
1677,901,follow
1667,213,friend
669,1111,friend
1166,1917,follow
335,1989,follow
237,1454,follow
1143,967,friend
1914,90,friend
119,644,follow
515,644,follow
1919,434,follow
21,109,friend
210,762,friend
1254,983,follow
853,639,friend
796,105,friend
452,295,friend
1751,1789,friend
290,1465,follow
238,1275,friend
25,982,friend
1759,152,follow
1941,1132,follow
1535,444,follow
1592,978,follow
113,48,friend
1068,1732,follow
667,1388,friend
1625,25,friend
1503,1660,friend
469,649,friend
73,649,follow
1157,269,follow
412,115,follow
570,1455,friend
852,387,friend
1442,1384,follow
1557,1142,follow
1156,798,follow
96,818,friend
1648,1260,friend
562,59,follow
1121,1743,friend
720,1399,friend
1993,1672,follow
1900,1481,friend
193,1882,friend
1525,106,friend
1991,1599,follow
1803,1548,friend
1777,327,follow
1837,1132,friend
1157,619,friend
1701,1271,follow
1310,1615,friend
1300,927,follow
1644,737,follow
279,875,follow
716,876,friend
1609,1682,follow
1891,614,follow
143,1014,follow
1992,1420,friend
1586,732,friend
182,942,friend
1455,1215,friend
622,1214,follow
648,183,friend
1854,1486,friend
1393,337,friend
887,1697,friend
424,475,friend
835,1507,friend
1551,1677,follow
582,1815,friend
1736,676,friend
46,300,follow
1233,55,friend
574,419,friend
1410,691,follow
1563,1687,follow
1912,1841,follow
102,1363,friend
1881,276,friend
1998,1615,follow
1946,1425,friend
1972,394,follow
485,1101,friend
425,296,friend
1810,1564,follow
1404,876,follow
323,19,follow
882,1703,follow
481,1359,friend
138,239,friend
1031,1045,follow
969,167,friend
635,1045,friend
98,840,follow
1775,1728,friend
1030,1574,friend
963,352,friend
999,9,friend
1804,968,friend
56,1368,friend
1783,91,follow
61,1712,follow
832,835,friend
1616,917,friend
1215,573,friend
150,249,friend
585,177,friend
1123,984,friend
1118,640,follow
1214,1102,follow
92,244,friend
923,172,follow
1795,101,follow
735,121,follow
463,1877,follow
544,1307,follow
1927,220,follow
831,583,friend
1385,1923,friend
1950,389,friend
262,1594,friend
986,871,friend
1483,1677,friend
79,1887,friend
1452,112,follow
1416,455,friend
74,1543,friend
1887,40,friend
488,594,friend
1228,404,friend
144,784,friend
918,178,follow
1873,1862,follow
417,1882,follow
350,660,friend
849,1539,friend
1623,933,friend
1602,56,friend
1165,55,follow
294,728,friend
633,194,follow
1531,1344,friend
1474,810,friend
977,4,friend
1588,1878,friend
161,1138,friend
694,1601,follow
1038,1411,friend
1320,343,friend
1244,1287,follow
848,1287,follow
781,65,friend
160,1667,follow
593,14,friend
371,1887,friend
1090,820,friend
345,666,friend
412,1888,follow
152,271,follow
274,1954,follow
931,9,follow
243,389,friend
1521,1006,follow
24,1025,friend
1860,472,follow
1732,1226,follow
1341,1570,follow
209,24,friend
1828,1688,follow
393,940,friend
367,1364,friend
799,1021,follow
1229,605,follow
1234,949,friend
1015,1585,friend
645,554,friend
741,1016,follow
1238,1822,friend
1233,1478,follow
460,774,follow
1577,1288,follow
665,1960,friend
556,1236,friend
27,1913,follow
420,1375,friend
363,841,follow
702,307,friend
860,1647,follow
845,615,follow
850,959,follow
1691,1575,friend
1342,1421,friend
662,908,friend
287,1785,follow
209,374,friend
1097,836,follow
763,1714,friend
1107,1524,friend
1198,1642,follow
169,975,follow
625,1780,follow
568,1246,friend
1062,1781,friend
1101,1709,friend
1034,487,follow
36,1385,friend
406,164,follow
810,779,follow
1911,760,friend
409,435,friend
1783,1514,friend
431,1914,friend
713,846,follow
317,846,friend
1554,1462,friend
1148,774,follow
1809,483,follow
1686,1581,follow
210,225,follow
554,35,follow
1395,651,follow
1092,842,follow
1493,1186,follow
925,1668,follow
1964,771,friend
472,1134,follow
1527,770,follow
1365,1940,friend
1401,1597,friend
954,908,friend
1522,426,follow
370,857,follow
769,1128,follow
810,1129,follow
748,251,friend
84,271,friend
1302,1591,friend
1579,179,friend
273,924,follow
1145,853,follow
1057,1006,friend
1585,1125,friend
181,1335,friend
580,1606,friend
1356,1073,friend
184,1606,friend
179,1262,follow
1853,1879,follow
673,1797,friend
554,385,friend
1939,1653,friend
210,575,follow
920,1674,friend
519,1330,friend
82,1329,friend
1756,1946,friend
1694,1068,follow
1319,1945,follow
1236,190,follow
381,1396,friend
769,1478,follow
1879,67,friend
1407,1011,friend
667,1201,follow
1930,786,follow
1873,252,follow
135,1340,friend
484,1494,friend
469,462,follow
565,924,follow
945,391,friend
351,1904,friend
721,683,follow
346,1560,friend
1161,955,friend
473,1335,friend
1971,6,follow
187,749,friend
1838,416,friend
147,1350,follow
1494,606,friend
152,1694,follow
1311,899,friend
525,744,follow
1402,1017,follow
1001,673,follow
8,1915,friend
347,1381,follow
772,621,friend
94,1689,friend
302,1638,follow
904,740,friend
331,878,friend
675,688,friend
781,1838,follow
1638,735,friend
573,411,follow
982,1370,follow
1398,494,friend
1952,1834,follow
450,1509,friend
80,478,follow
1358,1095,follow
1363,1439,friend
916,750,friend
931,1782,friend
957,751,friend
824,1161,follow
1106,93,follow
1665,1777,friend
1269,1777,follow
579,576,follow
1014,504,follow
1907,1310,follow
503,1520,friend
1501,622,follow
1542,623,follow
1172,1844,follow
451,1330,friend
532,760,follow
912,227,friend
1261,381,friend
1845,432,follow
1758,1187,friend
1357,843,follow
1696,309,friend
1753,843,friend
344,709,friend
1128,791,friend
1159,104,follow
383,637,friend
779,637,follow
1322,1788,friend
1666,1598,follow
1221,982,friend
1849,1305,friend
1718,1788,follow
1067,515,follow
1523,1320,friend
1569,1665,friend
1122,976,follow
1994,905,friend
256,1993,follow
528,237,friend
189,771,follow
4,991,friend
1220,730,follow
1707,848,follow
745,1403,friend
1175,987,follow
1185,1675,follow
774,643,follow
1954,725,follow
586,592,follow
591,936,follow
1047,1741,friend
589,863,follow
620,176,follow
1867,1480,follow
1451,104,follow
57,1002,follow
1953,1254,friend
1299,1962,friend
497,1274,follow
888,930,follow
1426,1737,friend
1755,515,friend
734,463,follow
1570,735,friend
1382,684,friend
1134,1336,friend
738,1336,follow
12,478,follow
1970,1608,friend
1858,613,follow
1944,387,follow
514,1628,friend
879,63,friend
418,1166,follow
1381,1213,friend
110,1013,friend
923,335,friend
1477,1675,friend
1914,1676,friend
797,1162,friend
544,1470,friend
162,422,friend
883,936,friend
1719,1208,follow
1380,1742,follow
1323,1208,follow
1192,1691,follow
729,469,friend
500,417,friend
1403,1911,friend
606,1567,friend
971,2,friend
1530,1686,follow
12,828,friend
1520,1659,friend
1908,1080,friend
1772,1219,follow
254,361,follow
1157,1855,friend
1613,408,follow
121,771,follow
219,1306,follow
248,546,friend
1053,1505,follow
521,1644,friend
557,1301,follow
454,422,friend
844,577,friend
1737,1383,friend
1398,1917,follow
896,767,follow
63,766,friend
464,1110,follow
328,1249,follow
1138,300,friend
80,1901,friend
1645,1794,friend
1229,418,follow
1573,228,follow
1239,1106,follow
1679,1378,follow
1041,367,friend
640,23,follow
676,1932,follow
203,22,follow
1541,1444,follow
517,1121,friend
168,967,follow
1520,567,follow
1286,171,friend
1327,172,follow
384,1531,friend
1824,978,follow
363,654,friend
322,653,friend
1721,99,follow
855,1116,friend
1230,239,friend
449,428,follow
845,428,friend
1748,1922,follow
1784,1579,follow
1159,1527,follow
378,1716,follow
1133,306,follow
727,1870,friend
1969,578,friend
1979,1266,friend
229,1593,follow
568,1059,follow
1091,834,friend
1476,645,friend
46,1886,friend
1937,1794,follow
908,1127,friend
466,782,friend
1739,1055,friend
999,1245,friend
911,1398,follow
226,541,friend
942,711,follow
1439,1517,friend
1814,640,friend
1723,522,friend
1642,1122,follow
1153,931,follow
907,1656,follow
1738,1584,follow
1650,1737,friend
210,38,follow
1550,1533,friend
1488,655,friend
1832,465,follow
1462,1686,friend
118,449,follow
806,69,follow
1016,1599,friend
620,1599,friend
897,187,friend
566,558,follow
1492,1528,follow
1927,1456,friend
430,1475,friend
1464,1708,follow
1980,336,follow
1119,1697,friend
1145,666,follow
369,1199,follow
1981,938,friend
546,1835,friend
1544,937,follow
119,270,friend
1205,1471,friend
241,1953,follow
184,1419,follow
236,1609,follow
1299,352,follow
1113,1882,follow
1822,127,follow
387,1024,friend
22,337,friend
1889,1349,follow
426,952,friend
801,75,follow
1699,1225,follow
1016,1949,friend
1689,537,follow
1355,1415,follow
1451,1877,follow
233,557,friend
319,331,follow
761,676,follow
1258,1482,friend
193,1158,follow
294,1964,friend
1011,824,follow
1042,137,follow
13,1722,friend
1443,481,follow
1601,1821,friend
42,962,follow
1346,548,friend
919,1235,friend
1411,1697,friend
1843,1354,friend
726,840,follow
1562,1112,follow
755,80,friend
1992,696,friend
1283,199,friend
340,1558,friend
622,490,follow
1465,1179,friend
147,1163,friend
1504,1107,follow
439,783,friend
1996,1569,friend
592,1779,friend
623,1092,follow
967,902,friend
1306,368,follow
1489,75,friend
55,1574,follow
681,316,follow
373,163,follow
1402,830,follow
1930,949,friend
870,969,follow
813,435,friend
438,1312,friend
930,1774,friend
394,1040,friend
1248,363,friend
331,691,follow
1609,1308,friend
1110,429,friend
1557,1118,follow
1664,1769,follow
112,1327,follow
1648,1236,friend
244,1446,follow
547,1255,friend
1495,240,follow
736,1908,follow
1414,840,follow
1049,153,follow
1916,1990,follow
1794,307,follow
548,1857,friend
1489,425,friend
1413,1369,friend
1736,302,friend
676,322,friend
635,321,follow
327,168,friend
1225,1318,friend
1670,1934,friend
1603,712,friend
1410,317,friend
1511,1123,follow
451,1143,follow
1167,1313,friend
979,1262,friend
198,1451,follow
1815,1534,follow
1034,1723,friend
1352,312,friend
411,1744,follow
445,1328,friend
1718,1601,friend
1651,379,follow
2000,533,follow
1093,1549,follow
348,1395,follow
1747,841,friend
692,1205,follow
1898,256,friend
1502,256,friend
1461,255,follow
1122,789,follow
1994,718,follow
934,738,follow
533,394,friend
158,1271,follow
929,394,follow
1369,666,follow
1806,667,friend
686,1390,friend
1866,1472,follow
1897,785,follow
1176,271,follow
1339,1955,friend
1267,389,friend
155,219,follow
1743,318,follow
313,1559,friend
1144,1487,follow
1185,1488,friend
1180,1144,friend
1672,1606,follow
1276,1606,friend
185,61,friend
307,1744,friend
641,866,friend
1914,1139,follow
458,1159,friend
119,1693,friend
1893,262,follow
1765,1016,friend
643,158,follow
457,1688,follow
796,1154,follow
385,122,follow
1611,549,follow
264,1293,follow
1728,1888,friend
1103,1836,friend
1905,272,follow
53,292,friend
607,1632,follow
108,753,friend
1782,1370,follow
1047,1904,friend
641,1216,friend
849,1165,follow
792,631,friend
852,1436,follow
325,1919,friend
1156,1847,friend
1187,1160,follow
1529,897,follow
223,1642,friend
505,574,friend
166,1108,follow
557,764,follow
1429,693,follow
976,159,friend
1535,1843,follow
1432,964,follow
418,1329,follow
408,641,friend
1411,87,follow
1249,1257,follow
494,415,friend
900,1103,follow
1285,914,friend
28,1174,friend
1278,497,friend
655,518,friend
275,1051,follow
808,1514,follow
689,102,friend
1988,1596,follow
904,1976,follow
522,928,friend
1124,30,follow
1248,1786,friend
1957,31,follow
274,1580,friend
217,1046,friend
1029,170,follow
269,1236,friend
1495,1663,friend
1146,1509,follow
1829,785,follow
363,117,friend
578,1991,follow
865,1267,friend
798,45,friend
1388,1042,friend
328,1062,friend
1885,1848,follow
1880,1504,friend
773,1678,friend
28,1524,friend
1864,971,friend
520,1986,friend
1244,1263,friend
1177,41,friend
833,231,friend
1578,385,follow
676,1745,follow
390,323,follow
72,318,follow
736,298,follow
1968,570,friend
1988,1946,friend
1348,862,friend
1379,175,follow
1389,863,follow
1449,1668,follow
477,1535,friend
76,1191,follow
363,467,follow
1824,791,follow
845,241,friend
860,1273,friend
1189,51,follow
1691,1201,follow
815,1530,follow
1818,976,follow
1532,390,friend
1917,201,friend
190,1478,friend
229,1406,friend
1065,1678,follow
98,1889,friend
375,477,follow
31,667,friend
569,1474,follow
132,1473,friend
1739,868,follow
911,1211,friend
1245,333,friend
1119,1160,follow
1652,1623,friend
129,421,follow
1676,519,follow
277,1073,follow
965,693,follow
683,1761,friend
1061,1155,friend
1436,278,follow
1954,1961,follow
586,1828,follow
1589,1274,friend
1584,930,friend
144,1483,follow
1401,1223,friend
1339,345,follow
47,1550,follow
26,673,friend
714,293,friend
430,1288,follow
528,1823,follow
1734,874,follow
1646,1027,follow
273,550,follow
1302,1217,follow
1453,632,friend
1976,407,friend
197,1494,follow
181,961,friend
981,1576,follow
570,544,follow
392,1181,follow
1949,1967,follow
1944,1623,follow
488,1643,friend
853,78,friend
473,611,friend
1887,1089,follow
1694,694,follow
233,370,friend
350,1709,follow
329,832,follow
831,1982,friend
602,1930,friend
633,1243,follow
669,900,follow
1980,499,friend
1500,828,friend
1011,637,friend
1601,1634,follow
156,1843,friend
873,703,follow
1406,1166,friend
1658,1387,friend
593,1063,follow
285,910,friend
1283,12,friend
741,1715,follow
715,494,friend
1064,648,follow
1962,1798,follow
1556,1110,follow
527,443,follow
85,98,follow
95,786,follow
623,905,friend
1079,1710,friend
1120,1711,follow
55,1387,follow
456,1731,follow
1459,1177,follow
891,1659,friend
151,1849,friend
428,437,friend
1763,1588,follow
1269,1053,friend
1701,710,friend
235,42,follow
1367,1588,friend
732,848,follow
685,1002,friend
1086,1346,follow
1578,1808,follow
1891,53,friend
148,797,follow
573,37,follow
927,535,follow
1481,1875,follow
1080,1531,follow
1419,997,follow
1825,1685,follow
548,1670,friend
59,1479,follow
1661,530,follow
988,1942,friend
864,186,follow
1793,649,friend
394,1203,friend
1361,992,friend
1168,597,friend
767,253,follow
423,443,friend
1259,715,follow
543,545,follow
295,1197,follow
1912,1280,follow
164,1680,friend
785,78,follow
1449,58,follow
482,269,follow
594,1264,friend
547,1418,follow
1872,1881,follow
1815,1347,friend
1435,1880,follow
318,1366,friend
1471,1537,follow
1849,931,friend
841,1141,follow
414,1828,friend
1718,1414,follow
221,1433,follow
1379,1948,friend
252,746,follow
1747,654,follow
687,674,follow
1621,1481,follow
1559,603,friend
788,1480,friend
996,1429,friend
929,207,friend
939,895,follow
1020,325,friend
973,479,follow
6,690,follow
1522,1475,friend
441,618,friend
1707,474,follow
745,1029,follow
688,495,friend
1514,79,friend
1555,80,friend
1954,351,follow
612,1439,friend
1620,1229,follow
1021,146,follow
453,628,friend
62,972,follow
955,1778,follow
1958,1224,follow
497,900,follow
330,1726,friend
1421,1019,friend
22,1573,follow
1765,829,follow
421,1844,friend
1140,777,friend
1171,90,friend
734,89,follow
806,1655,follow
1570,361,follow
171,915,follow
760,1310,friend
1169,17,follow
1702,480,friend
637,156,follow
1191,1496,friend
136,1860,follow
1129,618,follow
1631,1768,friend
1980,1922,follow
1944,13,follow
566,1444,follow
1099,1907,follow
1761,306,friend
975,151,friend
1811,423,friend
565,1973,follow
1628,716,follow
847,905,friend
1253,1593,friend
1094,782,follow
1192,1317,follow
624,1799,follow
531,1608,friend
1909,177,follow
1627,1245,follow
619,1455,friend
663,1727,follow
557,577,follow
125,920,friend
1936,2000,friend
1525,968,friend
1007,1537,friend
962,1794,follow
957,1450,friend
561,1450,friend
1741,1532,follow
1340,1188,follow
1371,501,friend
240,1809,friend
331,1927,friend
1112,1738,follow
675,1737,follow
1055,1204,follow
654,860,follow
1824,254,friend
279,1737,friend
1490,1132,friend
1588,1667,friend
711,1394,friend
557,927,follow
1794,1543,follow
1013,1732,follow
961,1542,friend
481,1871,friend
763,803,friend
1692,1266,follow
957,1800,follow
1229,44,follow
1301,1610,follow
1583,542,friend
1392,1728,friend
869,1953,friend
707,871,follow
802,731,follow
1486,609,friend
1598,1604,friend
517,747,friend
1410,1553,friend
665,1399,friend
19,470,friend
907,932,friend
886,55,friend
820,1687,follow
753,465,friend
1599,1425,friend
1692,1616,follow
128,413,friend
1198,1081,follow
229,1219,friend
1898,1492,follow
1846,1302,follow
1091,460,friend
1492,804,friend
1158,1682,friend
1927,732,follow
461,64,friend
70,408,friend
1247,219,follow
1739,681,friend
973,1902,follow
1778,609,follow
374,819,follow
780,1507,follow
811,820,follow
1590,558,friend
186,768,follow
339,1764,follow
1342,1210,friend
621,696,friend
1123,1846,follow
1118,1502,follow
1488,281,friend
1610,1964,follow
1589,1087,follow
87,762,follow
467,229,follow
128,763,follow
923,1034,follow
1339,158,follow
1857,1841,friend
1795,963,follow
1800,1307,friend
375,640,follow
1211,912,friend
1155,644,follow
1359,1564,follow
294,1240,follow
729,1168,friend
1104,291,follow
1057,445,friend
1663,1975,friend
708,291,friend
1976,220,friend
135,429,follow
83,239,follow
1038,1923,friend
976,1045,follow
570,357,follow
1052,101,friend
1411,973,friend
1889,975,friend
444,1184,follow
17,1871,follow
1072,1507,follow
1548,1436,follow
483,1112,friend
1882,558,friend
975,1574,friend
1689,163,friend
1756,1385,friend
350,1522,friend
1105,112,follow
878,1641,friend
1263,1452,friend
1714,1913,friend
1688,692,friend
1980,312,follow
1844,451,follow
1448,451,friend
1904,1256,friend
1935,569,friend
932,1123,friend
197,1657,follow
443,932,friend
161,2000,follow
873,516,follow
1502,211,follow
12,1877,friend
1349,445,friend
341,655,friend
346,999,follow
1218,928,friend
1254,585,follow
1710,1390,follow
1314,1390,friend
244,722,follow
1183,1873,follow
679,650,follow
1116,651,friend
746,1872,friend
1962,1611,follow
1613,1457,friend
501,1287,friend
527,256,follow
1024,1062,follow
1120,1524,follow
1813,1488,friend
1464,1334,follow
1837,384,follow
89,784,friend
433,594,friend
1331,1744,follow
302,1077,follow
209,886,friend
403,1883,follow
331,317,follow
1979,1965,follow
1234,1811,friend
1182,1621,follow
1547,56,friend
1609,934,friend
91,76,friend
1612,1205,follow
650,1760,follow
1573,1277,friend
526,4,follow
1044,1687,follow
1414,466,friend
20,1364,follow
1916,1616,friend
1854,738,friend
393,414,friend
1379,1411,friend
1291,1564,friend
1793,462,follow
1788,118,follow
1287,1822,follow
1194,1631,follow
1173,754,follow
1163,66,follow
829,944,friend
600,892,friend
204,892,follow
1467,477,follow
1071,477,follow
670,133,follow
1470,748,follow
112,1303,follow
1946,677,friend
1282,697,follow
1318,354,friend
1872,1694,friend
1779,1503,follow
411,1370,follow
1404,128,follow
1041,1766,friend
1906,1278,follow
1185,764,friend
388,420,follow
820,77,follow
1651,5,friend
216,902,friend
1747,467,friend
317,1708,follow
1466,225,follow
1963,1031,friend
1629,1909,follow
1655,878,follow
554,897,friend
1051,1703,friend
1431,1170,friend
1374,636,follow
1030,826,friend
6,503,friend
1369,292,friend
1902,755,follow
832,87,friend
1436,1514,follow
1303,1924,friend
995,1771,friend
840,702,friend
207,35,friend
1329,893,friend
298,153,follow
110,102,friend
1333,1766,friend
1605,10,follow
1620,1042,follow
550,374,friend
1959,508,follow
211,908,friend
646,836,friend
586,31,friend
180,1595,friend
114,975,follow
52,97,follow
1117,421,friend
893,713,follow
544,559,friend
1364,298,follow
858,1658,follow
1730,1587,friend
1764,1171,follow
1007,1000,friend
761,1725,friend
1915,586,follow
418,605,friend
413,261,follow
134,1600,friend
951,1068,follow
571,1601,friend
1099,1720,follow
980,308,follow
1157,944,friend
849,791,friend
797,601,friend
1633,873,friend
284,1544,follow
1060,1011,friend
310,513,friend
1495,939,follow
1089,251,follow
1474,62,follow
1433,61,follow
1591,1401,follow
1684,1592,follow
557,390,friend
598,391,friend
992,318,follow
1336,128,friend
1838,1278,friend
1879,1279,follow
470,1145,follow
64,457,friend
1905,248,friend
962,1607,friend
1239,195,follow
504,729,friend
468,1072,follow
910,1417,follow
134,1950,follow
126,1335,follow
311,334,follow
1152,950,friend
402,452,friend
1962,1,follow
121,210,follow
178,744,follow
1050,673,follow
556,138,follow
716,1551,follow
557,740,friend
459,205,friend
1240,16,friend
1771,406,follow
799,273,follow
1296,1079,follow
1301,1423,follow
231,755,follow
802,544,follow
869,1766,friend
1015,837,friend
1106,955,friend
1137,268,friend
1603,1761,follow
240,1972,friend
522,904,follow
168,406,friend
1071,1900,follow
480,1432,friend
516,1089,follow
506,401,friend
922,1777,follow
1352,1361,follow
1347,1017,friend
266,160,friend
779,1499,follow
383,1499,follow
763,966,follow
1818,602,follow
1219,1771,friend
916,1962,friend
1466,1648,friend
153,1976,follow
1598,1767,friend
590,1977,follow
309,1735,friend
718,442,friend
410,289,friend
317,98,friend
532,1972,follow
1251,905,follow
688,1731,friend
616,165,friend
220,165,friend
1676,145,follow
1123,1659,friend
774,1505,follow
1889,438,friend
1548,899,follow
154,1797,friend
529,920,follow
1026,1726,friend
954,160,follow
959,504,follow
771,453,follow
1325,1793,friend
1607,725,friend
769,380,follow
857,227,friend
1698,843,friend
1801,1722,follow
1693,499,follow
638,863,follow
791,1859,friend
385,1171,friend
1804,1993,friend
1739,844,follow
1411,786,friend
447,1268,follow
817,47,follow
975,1387,friend
1704,1008,follow
162,1284,follow
1165,730,friend
1714,1726,friend
1160,386,friend
602,1556,friend
977,679,friend
690,1403,friend
826,1264,follow
385,1521,follow
1099,110,follow
1565,1603,follow
932,936,follow
1899,725,friend
870,58,friend
1468,1670,follow
726,279,follow
494,1464,friend
1182,1084,follow
1371,1737,friend
1304,515,follow
306,1413,friend
1183,1686,follow
1458,201,friend
993,1562,friend
1332,1028,follow
1855,803,friend
1120,1337,follow
342,289,friend
901,1973,follow
932,1286,follow
1305,336,follow
1086,972,follow
1076,284,friend
1578,1434,follow
1229,1280,friend
1583,1778,follow
1041,1229,follow
203,884,follow
182,7,friend
1820,967,friend
947,1567,follow
1666,500,friend
1389,1912,friend
582,880,friend
1814,1152,friend
1079,1686,friend
1361,618,friend
296,294,friend
952,1911,follow
506,1824,friend
891,1635,friend
788,756,follow
256,895,follow
706,1855,friend
1035,633,follow
1420,444,friend
634,289,friend
1917,1250,friend
503,772,follow
1162,408,follow
1664,1558,friend
1282,510,follow
1044,1850,friend
903,1645,friend
1190,921,follow
445,767,friend
1245,1382,friend
937,1229,follow
1281,1039,follow
1778,1845,friend
713,1521,follow
1752,624,friend
697,988,friend
1621,1107,follow
1466,38,friend
